충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
의왕역 공영주차장,"의왕시 한백이길 7,파출소 뒤",경기도,연중무휴,00:00,24:00,Y,Y,AC3상+DC차데모+DC콤보,1,1,Y,경기도 의왕시 한백이길 7,경기도 의왕시 삼동 460-83번지,,,37.32220276,126.9492356,2020-03-13
시청 별관,"의왕시 사그내길 11, 입구 좌측",경기도,연중무휴,00:00,24:00,N,Y,DC차데모+DC콤보,0,1,N,경기도 의왕시 사그내길 11,경기도 의왕시 고천동 272-2번지,한국전기차충전서비스,1522-1782,37.34772865,126.9757506,2020-03-13
갈미한글공원,"의왕시 문화예술로 65, 보리밥집 앞",경기도,연중무휴,00:00,24:00,N,Y,DC차데모+DC콤보,0,2,N,경기도 의왕시 문화예술로 65,경기도 의왕시 내손동 228-1번지,한국전기차충전서비스,1522-1782,37.37819364,126.9845575,2020-03-13
의왕휴게소(서울방향),"의왕시 오전로 24, 하이패스 안내소 뒷편",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 오전로 24,경기도 의왕시 왕곡동 260번지,환경부(한국자동차환경협회),1661-9408,37.34747798,126.9840571,2020-03-13
롯데마트,"의왕시 계원대학로 7-0(내손동), 롯데마트 3층 주차장 카센터 옆",경기도,"매월 둘째, 넷째 수요일 휴무",10:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 계원대학로 7,경기도 의왕시 내손동 743번지,환경부(한국자동차환경협회),1661-9408,37.38016465,126.9736163,2020-03-13
의왕경찰서,"의왕시 오봉로 10, 주차장 출입구 왼쪽(민원실 반대편)",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 오봉로 10,경기도 의왕시 고천동 231-1번지,에스트래픽,080-805-0010,37.34495312,126.9740588,2020-03-13
의왕시청 공영주차장,"의왕시 시청로 11, 시청 정문 우측 대주차장",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,2,N,경기도 의왕시 시청로 11,경기도 의왕시 고천동 171번지,한국전기차충전서비스,1522-1782,37.34472651,126.968924,2020-03-13
내손체육공원 주차빌딩,"의왕시 내손순환로 139, 2층 주차장 오른쪽 끝",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 의왕시 내손순환로 139,경기도 의왕시 내손동 666번지,지엔텔,1544-4279,37.38669902,126.9835279,2020-03-13
내손1동 주민센터,"의왕시 갈미로 71, 지하주차장 출입구 왼쪽 기둥 옆",경기도,"평일(주말, 공휴일 휴무)",09:00,21:00,Y,N,AC완속,1,0,N,경기도 의왕시 갈미로 71,경기도 의왕시 내손동 787번지,포스코ICT,1600-4047,37.37819191,126.9756154,2020-03-13
내손2동 주민센터,"의왕시 복지로 109, 지하주차장 출입구 2회 좌회전 안쪽",경기도,연중무휴,00:00,24:00,Y,N,AC완속,1,0,Y,경기도 의왕시 복지로 109,경기도 의왕시 내손동 849-2번지,케이티,1522-4700,37.38763585,126.9821952,2020-03-13
의왕휴게소(의왕방향),"의왕시 오전로 24, 의왕휴게소 건물 오른쪽",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 오전로 24,경기도 의왕시 왕곡동 260번지,환경부(한국자동차환경협회),1661-9408,37.34747798,126.9840571,2020-03-13
자연학습공원 공영주차장,"의왕시 왕송못동로 307, 자연학습공원 공영주차장 입구 오른쪽",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 의왕시 왕송못동로 307,경기도 의왕시 월암동 543-3번지,지엔텔,1544-4279,37.30712099,126.952258,2020-03-13
청계동 주민센터,의왕시 안양판교로 232 출입구 들어가서 정면,경기도,"평일(주말, 공휴일 휴무)",00:00,24:00,Y,N,AC완속,1,0,N,경기도 의왕시 안양판교로 232,경기도 의왕시 포일동 602-15번지,케이티,1522-4700,37.38858352,126.9960841,2020-03-13
부곡체육공원,"의왕시 부곡공원길 6, 출입구쪽 첫번째 주차공간 안쪽",경기도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의왕시 부곡공원길 6,경기도 의왕시 월암동 421번지,한국전기차충전서비스,1522-1782,37.31411581,126.9595408,2020-03-13
장암주유소,주차장,경기도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의정부시 동일로 30,경기도 의정부시 장암동 380-30번지,한국자동차환경협회,1661-9408,37.692292,127.055506,2019-04-01
의정부체육관 주차장,1층 주차장 벨로드롬경기장 앞,경기도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모+DC콤보,1,1,N,경기도 의정부시 체육로 90,경기도 의정부시 녹양동 174-1번지,지엔텔,1544-4279,37.7579125,127.0315800,2019-04-01
경기도청 북부청사,외부 주차장,경기도,연중무휴,00:00,23:59,Y,N,AC3상,1,0,N,경기도 의정부시 청사로 1,경기도 의정부시 신곡동 800번지,경기도청 북부청사,031-8030-2284,37.7467948,127.0700528,2019-04-01
홈플러스 의정부점,지상5층 주차장,경기도,"매월 2,4주 일요일",10:00,23:40,N,Y,AC3상+DC차데모,0,1,N,경기도 의정부시 청사로 38,경기도 의정부시 금오동 475-1번지 홈플러스의정부점,한국자동차환경협회,1661-9408,37.737847,127.0351108,2019-04-01
이마트 의정부점,본관6층 F구역,경기도,"매월 2,4주 일요일",10:00,23:00,Y,N,AC상,1,0,N,경기도 의정부시 민락로 210,경기도 의정부시 민락동 849번지,포스코ICT,1600-4047,37.7430345,127.1023135,2019-04-01
경기북부직할(한국전력),1층 주차장,경기도,연중무휴,06:00,23:00,N,Y,AC3상+DC차데모+DC콤보,0,2,N,경기도 의정부시 용민로19번길 80,경기도 의정부시 용현동 267-8번지,한국전력,1899-2100,37.7377851,127.080896,2019-04-01
백석천 지하2주차장,지하2층,경기도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,Y,경기도 의정부시 시민로19번길 13,경기도 의정부시 의정부동 488번지,환경공단,1661-9408,37.738521,127.035707,2019-04-01
의정부시청,신관,경기도,연중무휴,00:00,23:59,Y,Y,AC3상+DC차데모+DC콤보,1,1,Y,경기도 의정부시 시민로 1,경기도 의정부시 의정부동 326-2번지,한국전기차충전서비스,1522-1782,37.738401,127.033324,2019-04-01
코스트코 의정부점,주차장,경기도,"매월 2,4주 일요일",10:00,22:00,Y,Y,AC3상+DC차데모+DC콤보,1,1,N,경기도 의정부시 용민로489번길 9,경기도 의정부시 민락동 903번지,한국전기차충전서비스,1522-1782,37.751669,127.118754,2019-04-01
맑은물사업소,주차장,경기도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,경기도 의정부시 호국로1049번길 39,경기도 의정부시 가능동 590-24번지,지엔텔,1544-4279,37.741911,127.019519,2019-04-01
북한산국립공원 원도봉 제3주차장,주차장,경기도,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,2,N,경기도 의정부시 망월로28번길 51-106,경기도 의정부시 호원동 229-160번지,한국자동차환경협회,1661-9408,37.706711,127.037419,2019-04-01
이천시 마장면사무소,경기도 이천시 마장면 오천로 107 지상주차장,경기도,연중무휴,00:00,24:00,Y,N,,2,0,N,경기도 이천시 마장면 오천로 107,경기도 이천시 마장면 오천리 62-4번지,포스코ICT,1600-4047,37.2487484917,127.3582420148,2019-11-07
이천휴게소(하남방향),경기도 이천시 신둔면 서이천로853번길 346-129,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 신둔면 서이천로853번길 346-129,경기도 이천시 신둔면 용면리 산83-1번지,한국전력,031-630-7246,37.2941640582,127.3780790,2019-11-07
이천시 백사면사무소,경기도 이천시 백사면 현방로 65  주차장,경기도,연중무휴,00:00,24:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 이천시 백사면 현방로 65,경기도 이천시 백사면 현방리 87-7번지,포스코ICT,1600-4047,37.3390864317,127.4907288041,2019-11-07
이천시 신둔면사무소,경기도 이천시 신둔면 경충대로 3128  주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,0,N,경기도 이천시 신둔면 경충대로 3128,경기도 이천시 신둔면 수광리 153-1번지,포스코ICT,1600-4047,37.3062672125,127.4040110,2019-11-07
이천시 율면복지회관,경기도 이천시 율면 고당로138번길 5-9 주차장 왼쪽,경기도,연중무휴,00:00,24:00,Y,N,,2,0,N,경기도 이천시 율면 고당로138번길 5-9,경기도 이천시 율면 고당리 247-4번지,포스코ICT,1600-4047,37.0951320,127.5470950,2019-11-07
이천시 이천마이다스골프클럽,경기도 이천시 설성면 설가로 602 주차장,경기도,연중무휴,00:00,24:00,Y,N,,5,0,N,경기도 이천시 설성면 설가로 602,경기도 이천시 설성면 송계리 산25-1번지,포스코ICT,1600-4047,37.1769248021,127.5245449841,2019-11-07
이천시 증포동 주민센터,경기도 이천시 증신로156번길 15  주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,0,N,경기도 이천시 증신로156번길 15,경기도 이천시 증포동 182-5번지,포스코ICT,1600-4047,37.2903770,127.4524841331,2019-11-07
이천시 창전동 행정복지센터,경기도 이천시 영창로163번길 22  주차장,경기도,연중무휴,00:00,24:00,Y,N,,1,0,N,경기도 이천시 영창로163번길 22,경기도 이천시 창전동 420-9번지,포스코ICT,1600-4047,37.2828630,127.4411449003,2019-11-07
종합운동장,경기도 이천시 부발읍 중부대로 1696,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,2,N,경기도 이천시 부발읍 중부대로 1696,경기도 이천시 부발읍 무촌리 52-16번지,에스트래픽,080-805-0010,37.2857894119,127.4966658787,2019-11-07
청강문화산업대학교,경기도 이천시 마장면 청강가창로 389-94 (해월리),경기도,연중무휴,00:00,24:00,Y,N,,1,0,N,경기도 이천시 마장면 청강가창로 389-94,경기도 이천시 마장면 해월리 33번지,케이티,1522-4700,37.2046384387,127.3541763921,2019-11-07
이마트 이천점,"경기도 이천시 이섭대천로 1440-50, 옥상주차장(증포동)",경기도,"매월 2, 4주 일요일",10:00,23:00,Y,N,,1,0,Y,경기도 이천시 이섭대천로 1440-50,경기도 이천시 증포동 47-4번지,포스코ICT,1600-4047,37.2939410,127.4591190660,2019-11-07
이천시청,"경기도 이천시 부악로 40, 민원주차장(중리동)",경기도,연중무휴,09:00,18:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 이천시 부악로 40,경기도 이천시 중리동 490번지,지엔텔,1544-4279,37.2721236266,127.4350343357,2019-11-07
이천휴게소(통영방향),경기도 이천시 마장면 중부대로609번길 244-35,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 마장면 중부대로609번길 244-35,경기도 이천시 마장면 목리 142번지,한국자동차환경협회,1661-9408,37.2651360864,127.4032249480,2019-11-07
이천경찰서,경기도 이천시 부악로  32(이천시 중리동 350-1),경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 부악로 32,경기도 이천시 중리동 350-1번지,에스트래픽,080-805-0010,37.2735987140,127.4347632054,2019-11-07
이천도자예술촌공공주차장,경기도 이천시 신둔면 도자예술로 105,경기도,연중무휴,00:00,24:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 이천시 신둔면 도자예술로 105,경기도 이천시 신둔면 고척리 589-4번지,시그넷이브이,031-909-8123,37.2898162694,127.3840001632,2019-11-07
이천시 관고동 주민센터,경기도 이천시 설봉로 65  주차장,경기도,연중무휴,00:00,24:00,Y,N,,2,0,N,경기도 이천시 설봉로 65,경기도 이천시 관고동 38-1번지,포스코ICT,1600-4047,37.2823849090,127.4378830,2019-11-07
이천시 대월면사무소,경기도 이천시 대월면 사동로 1-10 본관/도서관사이 주차장,경기도,연중무휴,00:00,24:00,Y,N,,2,0,N,경기도 이천시 대월면 사동로 1-10,경기도 이천시 대월면 초지리 220번지,포스코ICT,1600-4047,37.2297003628,127.4918399937,2019-11-07
이천시 롯데아울렛(이천),경기도 이천시 호법면 프리미엄아울렛로  지하1층주차장(백자동B1D2)(단천리 864 지하1층주차장(백자동B1D2)),경기도,연중무휴,10:30,20:30,Y,Y,DC차데모+AC3상+DC콤보,2,1,N,경기도 이천시 호법면 프리미엄아울렛로 177-74,경기도 이천시 호법면 단천리 864번지,지엔텔,1544-4279,37.2422281324,127.4000910,2019-11-07
한국전력 이천지사,"경기도 이천시 이섭대천로 1264, 지상 주차장 좌측(창전동)",경기도,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 이섭대천로 1264,경기도 이천시 창전동 144-1번지,한국전력,031-630-7246,37.2832972881,127.4473763518,2019-11-07
농업테마공원,경기도 이천시 모가면 공원로 48,경기도,연중무휴,00:00,24:00,Y,Y,DC차데모+AC3상+DC콤보,2,1,N,경기도 이천시 모가면 공원로 48,경기도 이천시 모가면 어농리 871-3번지,에스트래픽,080-805-0010,37.1796062343,127.4453047085,2019-11-07
부발읍행정복지센터,경기도 이천시 부발읍 무촌로 121,경기도,연중무휴,00:00,24:00,Y,Y,부발읍행정복지센터,2,2,N,경기도 이천시 부발읍 무촌로 121,경기도 이천시 부발읍 무촌리 168-8번지,한국자동차환경협회,1661-9408,37.2835698706,127.4869280,2019-11-07
덕평휴게소(강릉방향),경기도 이천시 마장면 덕이로154번길 287-76,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,3,N,경기도 이천시 마장면 덕이로154번길 287-76,경기도 이천시 마장면 각평리 319번지,한국자동차환경협회,1661-9408,37.2413215301,127.3898083164,2019-11-07
덕평휴게소(인천방향),경기도 이천시 마장면 덕이로154번길 287-76,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 마장면 덕이로154번길 287-76,경기도 이천시 마장면 각평리 319번지,한국자동차환경협회,1661-9408,37.2413215301,127.3898083164,2019-11-07
이천시 중리동 주민센터,경기도 이천시 남천로 31,경기도,연중무휴,00:00,24:00,Y,Y,,1,3,N,경기도 이천시 남천로 31,경기도 이천시 중리동 187번지,포스코ICT,1600-4047,37.2782607965,127.4410080,2019-11-07
이천시보건소,경기도 이천시 증신로153번길 13,경기도,연중무휴,00:00,24:00,Y,N,DC차데모+AC3상+DC콤보,1,1,N,경기도 이천시 증신로153번길 13,경기도 이천시 증포동 152-2번지,한국전기차충전서비스,1522-1782,37.2889810,127.4523560,2019-11-07
장호원읍사무소,경기도 이천시 장호원읍 서동대로 8844-6,경기도,연중무휴,00:00,24:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 이천시 장호원읍 서동대로 8844-6,경기도 이천시 장호원읍 진암리 17-21번지,지엔텔,1544-4279,37.1149424602,127.6168367125,2019-11-07
예스파크 2주차장,경기도 이천시 신둔면 도자예술로 105,경기도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,경기도 이천시 신둔면 도자예술로 105,경기도 이천시 신둔면 고척리 589-4번지,한국자동차환경협회,1661-9408,37.2898162694,127.3840001632,2019-11-07
마장복합휴게소,경기도 이천시 마장면 중부고속도로 82,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 마장면 중부고속도로 82,경기도 이천시 마장면 목리 산13-32번지,한국자동차환경협회,1661-9408,37.2627465326,127.4084836100,2019-11-07
롯데마트 마장휴게소점(통영방향),"경기도 이천시 마장면 중부고속도로 82, 지하주차장 100구역",경기도,연중무휴,06:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 마장면 중부고속도로 82,경기도 이천시 마장면 목리 산13-32번지,한국자동차환경협회,1661-9408,37.2627465326,127.4084836100,2019-11-07
매곡리 덕평C.C,경기도 이천시 호법면 장자터로 115,경기도,연중무휴,00:00,24:00,Y,N,,3,0,N,경기도 이천시 호법면 장자터로 115,경기도 이천시 호법면 매곡리 704-2번지,케이티,1522-4700,37.1882407761,127.4033428114,2019-11-07
설봉공원,"경기도 이천시 경충대로2709번길 128, 제1주차장(관고동)",경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 경충대로2709번길 128,경기도 이천시 관고동 356번지,한국전력,031-630-7246,37.2794564620,127.4275533242,2019-11-07
이마트 이천점,"경기도 이천시 이섭대천로 1440-50, 옥상주차장(증포동)",경기도,"매월 2, 4주 일요일",10:00,23:00,N,Y,DC차데모+AC3상,0,1,Y,경기도 이천시 이섭대천로 1440-50,경기도 이천시 증포동 47-4번지,한국자동차환경협회,1661-9408,37.2939410,127.4591190660,2019-11-07
이천시 설성면사무소,경기도 이천시 설성면 설장로17번길 6-5 주차장,경기도,연중무휴,00:00,24:00,Y,N,,2,0,N,경기도 이천시 설성면 설장로17번길 6-5,경기도 이천시 설성면 금당리 126-1번지,포스코ICT,1600-4047,37.1325908582,127.5218124558,2019-11-07
이천휴게소(통영방향),경기도 이천시 마장면 중부대로609번길 244-35,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 마장면 중부대로609번길 244-35,경기도 이천시 마장면 목리 142번지,한국전력,031-630-7246,37.2651360864,127.4032249480,2019-11-07
이천휴게소(하남방향),경기도 이천시 신둔면 서이천로853번길 346-129,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 이천시 신둔면 서이천로853번길 346-129,경기도 이천시 신둔면 용면리 산83-1번지,한국자동차환경협회,1661-9408,37.2941640582,127.3780790,2019-11-07
이천시 모가면사무소,경기도 이천시 모가면 진상미로 1295 입구좌측주차장,경기도,연중무휴,00:00,24:00,Y,N,,2,0,N,경기도 이천시 모가면 진상미로 1295,경기도 이천시 모가면 진가리 114-1번지,포스코ICT,1600-4047,37.1716778273,127.4801678983,2019-11-07
파주시 이마트(파주점),경기도 파주시 당하길 10  본관3층 A구역,경기도,"매월2, 4주 수요일",00:00,23:59,Y,N,AC완속,1,0,N,경기도 파주시 당하길 10  본관3층 A구역,경기도 파주시 당하동 195-5번지 본관3층 A구역,포스코ICT,,37.746963,126.751036,2017-11-30
파주시청광장 주차장,경기도 파주시 시청로 50  파주시청 주차빌딩 잎구 앞,경기도,없음,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 파주시 시청로 50  파주시청 주차빌딩 잎구 앞,경기도 파주시 아동동 215-1번지 파주시청 주차빌딩 잎구 앞,환경부(한국자동차환경협회),,37.759473,126.779889,2017-11-30
두원현대서비스,경기도 파주시 조리읍 통일로 477-14,경기도,매주 일요일,09:00,18:00,Y,N,AC완속,1,0,N,경기도 파주시 조리읍 통일로 477-14,경기도 파주시 조리읍 등원리 409-13번지,현대자동차,031-948-2121,37.755556,126.801106,2017-11-30
파주시 파주신세계아울렛,경기도 파주시 탄현면 필승로 200  B동 주차장 1층 주차램프,경기도,"설날, 추석 당일",10:00,22:00,Y,N,AC완속,3,0,N,경기도 파주시 탄현면 필승로 200  B동 주차장 1층 주차램프,경기도 파주시 탄현면 법흥리 1790-8번지 B동 주차장 1층 주차램프,포스코ICT,,37.769059,126.696479,2017-11-30
파주시 홈플러스(파주운정점),경기도 파주시 청암로17번길 17 주차장 B2층,경기도,"매월2, 4주 수요일",10:00,23:59,Y,N,AC완속,6,0,N,경기도 파주시 청암로17번길 17 주차장 B2층,경기도 파주시 목동동 927번지 주차장 B2층,포스코ICT,,37.729288,126.735201,2017-11-30
홈플러스 파주문산점,"경기도 파주시 문산읍 방촌로 1759 , 옥상주차장 차량정비소 옆(당동리 880)",경기도,"매월2, 4주 수요일",10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,"경기도 파주시 문산읍 방촌로 1759 , 옥상주차장 차량정비소 옆(당동리 880)",경기도 파주시 문산읍 당동리 880번지 옥상주차장 차량정비소 옆,한국자동차환경협회,1661-9408,37.869915,126.785434,2017-11-30
롯데슈퍼 운정점,경기도 파주시 미래로602번길 10 3F(파주시 와동동 1304-1),경기도,"매월2, 4주 수요일",00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 파주시 미래로602번길 10 3F(파주시 와동동 1304-1),경기도 파주시 와동동 1304-1번지 3F,한국전기차충전서비스,,37.731047,126.752324,2017-11-30
파주시 이마트(파주운정점),경기도 파주시 한울로 123  본관4층 A구역,경기도,"매월2, 4주 수요일",10:00,23:00,Y,N,AC완속,2,0,N,경기도 파주시 한울로 123  본관4층 A구역,경기도 파주시 동패동 1763번지 본관4층 A구역,포스코ICT,,37.710391,126.745083,2017-11-30
신평동주민센터,장애인주차장 옆,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 평택3로 9,경기도 평택시 합정동 832번지,한국알박,1833-7448,36.9899382,127.0926058,2019-04-12
원평동주민센터,1층 청사 후문 입구,경기도,매주 토.일,09:00,18:00,Y,N,N,1,0,N,경기도 평택시 원평2로 9,경기도 평택시 통복동 172-6번지,(주)에버온,1661-7766,36.9893096,127.0805867,2019-04-12
통복동주민센터,정문 왼쪽,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 통복시장로48번길 41,경기도 평택시 통복동 541번지,(주)에버온,1661-7766,37.0008488,127.0872866,2019-04-12
세교동주민센터,주차장 맨 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 세교3로 37,경기도 평택시 세교동 559-4번지,(주)에버온,1661-7766,36.9999483,127.0826798,2019-04-12
신장2동주민센터,관용차량 주차장 내,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 밀월로21번길 7,경기도 평택시 신장동 280-23번지,(주)에버온,1661-7766,37.0764050,127.0524326,2019-04-12
송탄역 공영주차장,주차장 맨 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 신장동 264-2,경기도 평택시 신장동 264-2,한국자동차환경협희,1661-9408,37.0753821,127.045238,2019-04-12
비전 공영주차장,주차장 맨 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 비전동 629-1,경기도 평택시 비전동 629-1,한국자동차환경협희,1661-9408,36.9971464,127.079841,2019-04-12
서탄면사무소,주차장 맨 끝,경기도,"토,일요일",09:00,18:00,Y,N,N,1,0,N,경기도 평택시 서탄면 금암2길 122,경기도 평택시 서탄면 금암리 247번지,에버온,1661-7766,37.1081608,127.0351876,2019-04-12
진위면사무소,주차장 입구(왼쪽 첫번째),경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 진위면 봉남길 61,경기도 평택시 진위면 봉남리 229번지,주식회사 에버온,1661-7766,37.0998385,127.0910110,2019-04-12
포승읍사무소,주차장 끝,경기도,없음,09:00,18:00,Y,N,N,1,0,N,경기도 평택시 포승읍 서동대로 1174-16,경기도 평택시 포승읍 방림리 52-13번지,한국알박,1833-7448,36.9826728,126.8853642,2019-04-12
농업기술센터,농촌 문화 체험관 옆,경기도,없음,09:00,18:00,Y,N,N,1,0,N,경기도 평택시 오성면 청오로 33-58,경기도 평택시 오성면 숙성리 95-3번지,Gcharger,1544-4279,37.0131244,126.9799833,2019-04-12
이마트 평택점,3층 주차장 승강기 입구,경기도,"둘째, 넷째 일요일",00:00,24:00,Y,N,N,1,0,N,경기도 평택시 영신로 29,경기도 평택시 지제동 50번지,중앙제어,031-960-6800,37.0214553,127.066828,2019-04-12
홈플러스 송탄점,옥상 주차장(4층) 왼쪽 가장자리,경기도,"둘째, 넷째 일요일",00:00,24:00,N,Y,N,0,1,N,경기도 평택시 경기대로 1103,경기도 평택시 장당동 390-1,한국전력공사,1899-2100,37.0449989,127.0595265,2019-04-12
롯데마트 평택점,6층 주차장,경기도,"둘째, 넷째 일요일",10:00,23:00,Y,Y,Y,2,1,N,경기도 평택시 평택5로 30,경기도 평택시 합정동 968-1번지,한국자동차환경협희,1661-9408,36.9883806,127.1117300,2019-04-12
송탄출장소,주차장 맨 끝,경기도,없음,00:00,24:00,Y,Y,Y,2,2,N,경기도 평택시 경기대로 1366,경기도 평택시 서정동 800번지,한국자동차환경협희,1661-9408,37.0668137,127.0649438,2019-04-12
홈플러스 안중점,3층 경차주차장,경기도,"둘째, 넷째 일요일",10:00,24:00,N,Y,Y,0,1,N,경기도 평택시 안중읍 서동대로 1489,경기도 평택시 안중읍 현화리 637-19번지,한국전력공사,1899-2100,36.9901995,126.9163800,2019-04-12
평택시청,자원봉사센터 건물 앞,경기도,없음,00:00,24:00,Y,Y,Y,3,3,N,경기도 평택시 경기대로 245,경기도 평택시 비전동 846번지,한국전기차충전서비스(주),1522-1782,36.9923004,127.1125266,2019-04-12
평택대학교,제2피어선빌딩 주차장 내,경기도,없음,07:00,23:00,Y,Y,Y,1,1,N,경기도 평택시 서동대로 3825,경기도 평택시 용이동 605번지,㈜시그넷이브이,070-4618-6057,36.9950199,127.1332688,2019-04-12
평택도시공사,주차장 입구(왼쪽 첫번째),경기도,없음,00:00,24:00,Y,Y,Y,1,1,N,경기도 평택시 도일유통길 25,경기도 평택시 도일동 1169-5번지,한국전기차충전서비스(주),1522-1782,37.0385307,127.1006698,2019-04-12
비전1동주민센터,주차장 중간,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 평택2로 125,경기도 평택시 비전동 793-2번지,(주)에버온,1661-7766,37.0005420,127.0952358,2019-04-12
송북동주민센터,주차장 맨 끝,경기도,"토, 일, 공휴일",09:00,18:00,Y,N,N,1,0,N,경기도 평택시 지산2로 113,경기도 평택시 지산동 1011번지,한국알박,1833-7448,37.0815628,127.0601154,2019-04-12
지산동주민센터,주차장 맨 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 송탄로 379,경기도 평택시 지산동 798-4번지,한국알박,1833-7448,37.0773661,127.0575917,2019-04-12
송탄동주민센터,지하주차장,경기도,"토, 일, 공휴일",09:00,18:00,Y,N,N,1,0,N,경기도 평택시 방여울로 117,경기도 평택시 가재동 20-53번지,㈜에버온,1544-0038,37.0443512,127.0950107,2019-04-12
고덕면사무소,주민자치센터와 면청사 건물 사이,경기도,"토,일,공휴일",00:00,24:00,Y,N,N,1,0,N,경기도 평택시 고덕면 고덕로 283,경기도 평택시 고덕면 좌교리 387-25번지,㈜에버온,1661-7766,37.0422764,127.0175774,2019-04-12
중앙동주민센터,주차장 오른쪽 맨 끝,경기도,없음,09:00,18:00,Y,N,N,1,0,N,경기도 평택시 서정역로 16,경기도 평택시 서정동 342번지,㈜에버온,1661-7766,37.0555206,127.0560428,2019-04-12
오성면사무소,주차장 맨 앞,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 오성면 숙성시장길 23,경기도 평택시 오성면 숙성리 129-1번지,한국알박,1833-7448,37.0077181,126.9803544,2019-04-12
현덕면사무소,현덕보건지소 앞 주차장 오른쪽 끝,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 현덕면 인광길 84,경기도 평택시 현덕면 인광리 402-12번지,㈜에버온,1661-7766,36.9673144,126.9215963,2019-04-12
청북읍사무소,행정복지센터 건물 뒤 주차장,경기도,없음,00:00,24:00,Y,N,N,1,0,N,경기도 평택시 청북읍 청원로 2,경기도 평택시 청북읍 현곡리 293-4번지,㈜에버온,1661-7766,37.0400364,126.9345780,2019-04-12
